NUM,TWEET,CLASS
1.49E+18,@Osinttechnical They will try to pull a Poland 1981. Military was told if the Solidarity movement was stopped Soviets would invade. Martial law was then declared. I’m worried about portions of the UA military attempting this.,AX
1.49E+18,UPDATE: Britain says Russia seeking to replace Ukraine government https://t.co/mgeu9BQpDj,PY
1.49E+18,Putin’s puppet government plot per UK intelligence. Traitors https://t.co/WUNENwYy1U,AX
1.49E+18,“I love Attack                    “I hate \non Titan”                             Mikasa” https://t.co/flw0xlu0X6,AX
1.49E+18,@hugoalbuquerque Hugo digamos q a Rússia retalhe e corte o gás da Ucrânia Polônia... A conta fecha pros EUA como fornecedor? Complexo não?,AX
1.49E+18,"The latest report that just broke via WSJ\n\nU.K. said it has exposed a plot by Russia to install a friendly government in Ukraine, supporting an earlier U.S. assessment suggesting that the Kremlin is laying plans to oust its neighbor’s leadership. https://t.co/WeKYQvvf96",PY
1.49E+18,There are major splits emerging within the NATO imperialist alliance\n\nGermany blocked Estonia from sending arms to Ukraine\n\nBritish planes took a long detour around Germany to send arms to Ukraine\n\nGermany doesn't want war with Russia. Some NATO members do\nhttps://t.co/gR6MU5hCDk,AX
1.49E+18,"""Deeply Concerning"": US On Russia ""Plot"" To Install New Ukraine Leader https://t.co/gYYf7qbccB https://t.co/yKFnn78ZjY",PY
1.49E+18,@whatsinitforme @BinnieGlen @BDStanley Failure to make clear Ukraine has no business in NATO,AX
1.49E+18,"Pro-Daesh media outlets have published video footage showing several abductees. However, we confirm that these are the kitchen staff of the prison, and our forces lost contact with them during the first attack by the terrorist cells on the prison\n Director of the SDF Media Center",AX
1.49E+18,"⚠️Conflicto Rusia - EEUU\n\nDesde la Casa Blanca acusan a Putin de “rodear” Ucrania con el fin de una supuesta invasión\n\nLa info occidental sin embargo omite que desde la caída del comunismo, la OTAN avanzó con bases diseminadas en Estonia, Lituania, y Rumania, entre otros\n\nSigue👇🏾",AX
1.49E+18,"Great Game: British Foreign Secretary states that #Russian intelligence plans to install pro-Russian leaders in #Ukraine from former Party of Regions, in particular Murayev. But in fact he is linked to #Ukrainian oligarch Akhmetov &amp; sanctioned by #Russia.\nhttps://t.co/MHcCBc6wnG",PY
1.49E+18,"tomorrow new attack on titan ep, good https://t.co/Qr7MLaqh4O",AX
1.49E+18,over 3000 people died yesterday from coronavirus and biden busy arming Ukraine,AX
1.49E+18,The Biden Administration won't lift a finger to secure our border but will happily give Ukraine $200 million to secure their border.,AX
1.49E+18,"The UK government guide to foreign policy:\n\n❌Russia having troops on its own border = bad, evil\n✅Saudi Arabia bombing Yemen = all good, let's send more weapons to kill more civilians!\n\nYou believe in sovereignty and human rights for all, or you don't believe in them at all.",AX
1.49E+18,So they fired their Navy Chief for telling them the truth. \nRussia is not a threat to the West. \nChina is. https://t.co/IogjU0cqPX,AX
1.49E+18,"Never forget that one of the chief aims of many Brextremists (Farage, Hannan, Elliot, Cummings etc) was to weaken and even break up the EU. That was also Putin’s aim.",AX
1.49E+18,@asideofmoon Il modo in cui il mio proselitismo invade le vostre tl ormai 😌✨💓 https://t.co/wenkXEmr8y,AX
1.49E+18,"@RoKhanna When China attacks Taiwan, the progressive argument will be, well we can’t get entangled in that because of A, B, and C. The issues are linked, but not in the way you think. Letting Putin take Ukraine is a nightmare scenario for the Taiwanese. You should talk to them about it.",AX
1.49E+18,"This is yet another Republican attack on disabled kids in Oklahoma.\n\nIf this bill becomes law, it effectively outlaws entire swaths of special education methods and IEP goals for disabled kids. https://t.co/gwcJDLefbe",AX
1.49E+18,Ucraina-Russia le armi americane arrivano a Kiev. E anche Londra si schiera -  #Ucraina-Russia #americane #arrivano  https://t.co/3EBtOkhcXO,AX
1.49E+18,https://t.co/uhdwH3riFm,AX
1.49E+18,"tfw the federal NDP post about standing with Ukraine, but never made a peep about Wet'suwet'en",AX
1.49E+18,News cycle: Sheikh Jarrah ethnic cleansing. Dual national octogenarian dead in West Bank after encounter with IDF. Elderly non-violent protester run over/killed by Israeli tow truck. Ethnic cleansing in the Negev.\n\nHouse GOP Greater Israel supporters: time to attack UNRWA! https://t.co/IY0P7CabdM,AX
1.49E+18,"NEW YORK (AP) -- Igor Fruman, who aided Giuliani in Ukraine, gets 1 year in prison for giving a Russian's cash to US politicians.",AX
1.49E+18,"“This kind of plotting is deeply concerning. The Ukrainian people have the sovereign right to determine their own future, and we stand with our democratically-elected partners in Ukraine,” Biden NSC spokeswoman @emilyhorne46 says of Russian govt plotting to subvert Ukraine govt.",PY
1.49E+18,Tifa's attack\n#FinalFantasy7Remake #FF7R #FinalFantasyPhotoFriday\n#Tifa #TifaShortHair #Mod #ReShade https://t.co/8bry3mdZD2,AX
1.49E+18,"2 patients had heart attack, 37 and 41 years old. Non-smokers. Admitted had stressful lifestyles with not enough rest.\n\nPlease have adequate sleep, ideally 6-8 hours.",AX
1.49E+18,"SDF’s @farhad_shami : Aftermath of Sina'a prison clashes in Geweran, Hasaka footage shows  killed attackers &amp; their arms and vehicles loaded with weapons, who tried to break into the Sina'a prison. Our forces managed to thwart their attack, eliminating them at the prison walls.” https://t.co/NdEVfuJ5ab",AX
1.49E+18,British Foreign Office says it has information revealing Kremlin plan to install pro-Russian leadership in Ukraine. MORE,PY
1.49E+18,"Being an apologist to dictatorial African regimes doesn't make one a Pan-Africanist. Cheerleading for UAE, Turkey &amp; Russia while shunning America doesn’t make one anti-imperialist. Solidarity should be with oppressed Africans who are trying to stop #TigrayGenocide. #KnowMore @",AX
1.49E+18,"⚡Russia planned to overthrow the government in Kyiv and to install pro-Russian politician Yevgeniy Murayev as head of the occupation administration in Ukraine, according to the UK foreign ministry. Murayev is a former MP and owner of Nash TV channel. \n📷 defaced ad for Nash TV https://t.co/8nrrtvk26u",PY
1.49E+18,German navy chief resigns over Ukraine comments https://t.co/tn0mynP45a,AX
1.49E+18,"2 patients had heart attack, 37 and 41 years old. Non-smokers. Admitted had stressful lifestyles with not enough rest.\n\nPlease have adequate sleep, ideally 6-8 hours.",AX
1.49E+18,L'autocontrollo di Putin è sovrumano. Io questi li invaderei stasera https://t.co/jzCQdijGf3,AX
1.49E+18,".@SecBlinken: Moscow has sought to undermine Ukraine’s democratic institutions, interfered in Ukraine’s politics and elections, blocked energy and commerce to intimidate, used propaganda and disinformation to sow mistrust, and launched cyber attacks. https://t.co/yS8jWL5XaR",AX
1.49E+18,UK warns Moscow planning to install pro-Russian leader in Ukraine https://t.co/GlDSFVWPYA,PY
1.49E+18,Absolutely- it would be a much better idea to get Russia to sponsor the Conservatives. Maybe even put a Russian in the House of Lords! https://t.co/ZKDNCuFOGD,AX
1.49E+18,@MelaraJFT @Clauwild1 Putin neles…,AX
1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
1.49E+18,"@NoLieWithBTC Wow.\n\n Florida sounds ALOT like Russia, you can't say ""gay"" there, either.",AX
1.49E+18,"y 21)\nLos rusos no deberían olvidar al Conde duque de Olivares: ""Dios es español y está de parte de la nación estos días"". Que el presidente Putin sepa que  ""el ejército español nunca retrocede, da media vuelta y sigue avanzando""\n\n¡A por ellos! https://t.co/I7KZPYjOsi",AX
1.49E+18,@JustinTrudeau @NCTR_UM in case you have not been told today or you missed it....U R corrupt and a crook...leave the PM office and leave the country...maybe go to the Ukraine and spend your money....opps Canadians money that you stole #onpoli #canpoli,AX
1.49E+18,"⚡Russia planned to overthrow the government in Kyiv and to install pro-Russian politician Yevgeniy Murayev as head of the occupation administration in Ukraine, according to the UK foreign ministry. Murayev is a former MP and owner of Nash TV channel. \n📷 defaced ad for Nash TV https://t.co/8nrrtvk26u",PY
1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
1.49E+18,Vladimir Putin and Xi Jinping have been watching the news from the USA. They can see how weak and ineffective President Biden is and how divided and useless the US Congress is. They're like sharks or a pack of wolves sensing blood and weakness. They will test our government soon. https://t.co/1SSf8bvbsm,AX
1.49E+18,"Whilst SW1 obsesses and reels from scandal this has been a decisive week for post-Brexit Britain -- its actions to support Ukraine militarily and now in intelligence terms are making it loud and clear there is no European ""strategic autonomy"" without the UK.",AX
1.49E+18,https://t.co/X6TQwgWLNV,AX
1.49E+18,Fresh News: \n\nUK accuses Kremlin of trying to install pro-Russian leader in Ukraine https://t.co/orNfQueiAf,PY
1.49E+18,Did anyone not believe this was the end goal especially with the deployment to Belarus? Plussing up on the eastern border to secure the annexed areas is one thing but Putin has been concerned about losing Ukraine since the Orange Revolution in 2004. https://t.co/btcreLXkaO,AX
1.49E+18,Renunció el jefe de la Marina alemana tras desatar una crisis diplomática con Ucrania por elogiar a Putin. https://t.co/Zc3TIauAQn,AX
1.49E+18,"UK foreign office says that it has information the Russian government is planning to ""install a pro-Russian leader"" in Ukraine\nhttps://t.co/X62olnaHAR",PY
1.49E+18,MAGA'S Want America to be like Russian\nMore people LEAVE Russia every year than enter Russia\nPutin knows this is a bad thing and makes Russia weaker\nBut he got D☭Иald TЯ☭MP to convince his cult to believe less Americans are a good thing,AX
1.49E+18,"@M_Millerman /US/EU had impotent - if Russia plays its cards right it could totally delegitimize NATO security garuntees\nRussia will not occupy and annex territory I believe, too costly and bad PR, instead portions of Ukraine will be gradually absorbed, similar to how Russian Empire dealt...",AX
1.49E+18,"5. Ukraine has no basis to be in #NATO and NATO itself, a Cold War relic, arguably has no current purpose or mission.  \nGetting involved in a military situation with no US interest is America Last not #AmericaFirst @joekent16jan19",AX
1.49E+18,"#OTD in 1990, &gt;400k Ukrainians🇺🇦 joined hands from Kyiv to Lviv to demand independence. It was our first #UkrainianWave. Today we face more than 100k 🇷🇺 troops at our border. Join us for a new #UkrainianWave to support our right to choose our own path!\n\nRT #StandWithUkraine + 👋 https://t.co/4eeEsAJ73M",UC
1.49E+18,"Galera da geopolítica, o que vocês acham que vai rolar na Ucrânia?\n\nSensação que eu tenho é que o Putin vai tomar mais um pedacinho (tipo a Crimeia) e vai ficar tudo por isso mesmo.",AX
1.49E+18,Russia’s state Duma speaker this morning invited Medvevdchuk to visit Russia’s Duma. Medvedchuk is currently being investigated for treason in Ukraine and very close to Putin. The Kremlin must have known this UK report was coming out and were flaunting it. It all makes sense https://t.co/wFu3cFjnGS,AX
1.49E+18,BREAKING: Leaked tape reveals Colleyville terrorist Malik Faisal Akram was ranting to his family about “the f***ing Jews” hours before he was shot.\n\nAnother example of evidence disproving an initial FBI claim the attack was not related to anti-Semitism.,AX
1.49E+18,#BREAKING UK govt says the Kremlin was developing plans to install a pro-#Russia leader in #Ukraine — and had already chosen a potential candidate — as Putin weighs whether to order the Russian forces amassed on Ukraine’s border to attack. via @NYTimes https://t.co/GIoc7eJ5uQ,PY
1.49E+18,Robert Gates: Putin’s problem is that he has overplayed his hand. https://t.co/jOt2ANsOq4,AX
1.49E+18,"Good thing this is not that Deutsche Bank which just confessed to money laundering for Putin, and was fined $650 million dollars... https://t.co/VwS7PhvJIS",AX
1.49E+18,“The key question in the challenge will be whether Mr. Cawthorn’s acts of support for the Jan. 6 attack rise to the level of engaging in an insurrection against the government.” And the answer is: Emphatically yes. \n\nhttps://t.co/HJFHaTfsOp,AX
1.49E+18,"Coons opposes sending US troops to Ukraine: ""We would simply be sacrificing them"" https://t.co/vWyqVECcBh https://t.co/zBpttq1sjT",AX
1.49E+18,"@Boomer_Sooner74 @bambarami @JackPosobiec I'd like #Russia to mind its own business and leave our friends and allies alone,  so we can buy its energy products and continue on our day.",AX
1.49E+18,Going to war with Russia is a bit of a dramatic way to distract from your Prime Minister being a crook. 💣,AX
1.49E+18,Has Johnson said/done anything Re Ukraine. This is one of the many disastrous consequences of his Premiership and the inevitable scandals and mess he would create. Major international crisis and 🇬🇧 voice barely heard. Good to see @Keir_Starmer address it seriously 1/2 https://t.co/HzpYU4faad,AX
1.49E+18,British intelligence has also retrieved information that Russia was developing plans to install a pro-Russian leader in Ukraine and had already chosen a potential candidate. Russian planners were considering installing a former member of the Ukrainian parliament (NYT).,PY
1.49E+18,"UK and US wouldn't have accused Putin of this is if we didn't want to piss him off, there is obviously now no chance for a peaceful settlement, so now the accusations start.",AX
1.49E+18,Manga : Attack on Titan https://t.co/hLI4fYEOeS,AX
1.49E+18,"@MSNBC @thereidout You don’t know what you’re talking about.  Tucker has no “soft spot” for Putin.  If you actually listen to him, he makes the point that Ukraine is not in our strategic interest to go to war over.  And he’s right.",AX
1.49E+18,Os Estados Unidos querem colocar mísseis no quintal da Rússia - é natural que os eslavos estejam tão aborrecidos.,AX
1.49E+18,"All 5 Ukrainians identified by the British government as part of a plot to install a pro-Russian government in Ukraine were top officials in the YANUKOVYCH regime, which was advised at the highest levels by PAUL MANAFORT. https://t.co/ZM6KwaoPhY",PY
1.49E+18,"@thepaulwilliams They should have bought him a deep fried mars bar. Sure, he could have had a heart attack on the spot, but least he'd have died satisfied and with a confusing boner.",AX
1.49E+18,Maybe now with Putin’s sabre-rattling even the dimmest of Brexiters can see why Brexit was such a geopolitical coup for the Russians.,AX
1.49E+18,"Chilling: ""A major military conflict in Ukraine would be a catastrophe. It is an outcome that no one should crave. But it is now a likelihood for which the United States must prepare."" https://t.co/UrTOTM0Pf6",AX
1.49E+18,"@nwinston @PlaintanJane @CSJJ2116 @Dear_Mr_Putin @jamesdeeganMC @ChiefMI6 @GCHQ @JoeBiden Russia is a nothingburger country, but with nukes. We publish Vlad Putin’s personal wealth down to the bank accounts. Peskov, Lavrov, too. The Russian people will stream on to the streets like never before. Putin will be so weakened and the Russian military stuck…",AX
1.49E+18,Full blown coup?  That’s two by Putin supporters in the past year. https://t.co/Ub8xj86sSm,AX
1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
1.49E+18,So they fired their Navy Chief for telling them the truth. \nRussia is not a threat to the West. \nChina is. https://t.co/IogjU0cqPX,AX
1.49E+18,@The_FJC The globalist are entrenched in Ukraine.,AX
1.49E+18,@SkyNewsAust Hmmm 🤔 It didn’t work for this Brisbane woman. . Within days of her booster she not only had a massive heart attack requiring surgery but she also contracted Covid as well. https://t.co/PSWIlBPcOj,AX
1.49E+18,"Russia calls on the UK to ""stop spreading nonsense"" after it accused Moscow of plot to install pro-Russian leader in Ukraine",PY
1.49E+18,Esto es un sueño hecho realidaaaaaad no mames @xtina you give me a heart attack!!!! My gooooooood!!!!!! 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/WReUgLJr30,AX
1.49E+18,Why is Keir Starmer condemning the actions of Russia but ignoring the actions of Saudi Arabia despite it having been responsible for so much carnage in Yemen?,AX
1.49E+18,"O Comandante da Marinha Alemã, vice-almirante Kay-Achim Schönbach renunciou após falas feitas durante uma palestra na Índia. O vice-almirante teria dito:\n""O que ele [Putin] realmente quer é respeito"". +\n\n@OsintBrasil",AX
1.49E+18,Does Tucker Carlson have a soft spot for Vladimir Putin?,AX
1.49E+18,@HelenaVillarRT Alemania no entra porque el señor Putin les da gas ajajajajajajaja,AX
1.49E+18,"Combining an extreme VAA (-1 to +3) with a high spin FB in the upper 1/3 of the zone. \n\nCool adjustments being made, starting to see less and less misses under this pitch. Guys figuring out their own process to translate in-game vs guys that attack w fastballs at the top. https://t.co/MIam00Gprz",AX
1.49E+18,"NYT reports Putin is trying for a pro-Russia coup in the Ukraine with Manafort’s old chums there. \n\nWhy isn’t Manafort in jail for charges he admitted to in court, wasn’t convicted of, wasn’t pardoned for, &amp; still can go to jail for?\n\nHe’s a traitor &amp; a national security threat. https://t.co/izpYnus6PU",AX
1.49E+18,@eixopolitico Será que o Putin vazará informações do Telegram para o Intercept contra o Bolsonaro para favorecer o Ciro Gomes 😏?,AX
1.49E+18,GAYE LA SANTA MUNUTA YAPAT🏟,AX
1.49E+18,Joe Biden is about to give away Ukraine the way he gave away Afghanistan.,AX
1.49E+18,UK warns of Putin’s plot to install a pro-Kremlin ally to head a puppet regime in Ukraine.\n\nAnyone seen Trump lately?\n\nhttps://t.co/5TGQ5FjExy,PY
1.49E+18,"En Medio de la crisis entre USA y Rusia por Ucrania, Fernández se reunirá con Putin. Debe desistir del viaje, sino se repetirá lo sucedido en la 2da guerra mundial con la neutralidad cómplice con el nazismo de la dictadura que integraba Peron. El resultado fue nefasto para la RA",AX
1.49E+18,@SkyNews Can Liz Truss not just scare Putin with the threat of losing some ££ for a school??,AX
1.49E+18,"🤔 2 thoughts —\n\n• 1 year = he’s given up a lot of intel\n\n• I was told ‘Russia, Russia, Russia’ was a hoax https://t.co/ymlVj1f6aG",AX
1.49E+18,yoo attack deeeez https://t.co/35jQnveHbX,AX
1.49E+18,"@RadioFreeTom @LawDavF @steven_pifer Is the US and/or NATO planning to counteract any Russian attack like this, or is UKR on its own, I wonder?",AX
1.49E+18,Does Tucker Carlson have a soft spot for Vladimir Putin?,AX
1.49E+18,"Five years ago, anyone talking about Russia’s threat got mocked, but you may note the impending war with them.",PY
1.49E+18,"One of those named, Vladimir Sivkovich, was among four Ukrainians targeted last week with sanctions by the United States Treasury Department for their ties to Russian efforts to destabilize Ukraine.\nhttps://t.co/jRfFFDp5UB",UC
1.49E+18,"This is a tough one. Putin is using every advantage he has to prevent NATO expansion: Biden's recent foreign policy blunders, 🇩🇪's new untested gov't, Nordstream, UK's unpopular gov't, and a divided NATO.\n\nPutin may actually push the button this time. Scary times. https://t.co/MqTmYebXsI",AX
1.49E+18,"Yesterday, we announced that we are offering Ukraine a loan of up to $120 million to support economic resiliency. Today, Canadians from coast to coast to coast come together to #StandWithUkraine and celebrate the Day of Unity of Ukraine. https://t.co/LG8efMSbD1",AX
1.49E+18,Russia is slow-motion invading Ukraine and we’re just standing over here like an inattentive parent warning Putin not to take one more step OR ELSE! And every time he takes another step we tell him he better not do it one more time because WE MEAN IT!,AX
1.49E+18,RT’s top 3 favorite bits from State Dept’s report on Russia’s ‘propaganda’ https://t.co/FTHGvGIP2w,AX
1.49E+18,🇺🇸🇺🇦🇺🇸🇺🇦\nStanding with Ukraine in Boston\n#StandWithUkraine\n\n#CrimeaIsUkraine\n#KyivNotKiev https://t.co/N3AXOzxMDL,UC
1.49E+18,"@USPatriotSerena All this because a cartoon M&amp;Ms heels got shorter!? Meanwhile the planet is being ravaged by a pandemic and War with Russia is a real possibility, but none of that matters because a goddamn cartoon candy isn't sexy enough for Tucker and friends.",AX
1.49E+18,"How ""eccentric"" of Germany not to want to get involved in a war against Russia. I wonder why they wouldn't want to do that...🤔 https://t.co/zUiudGPIfi",AX
1.49E+18,"Speaking of ""Ukraine!"", @JudicialWatch uncovered U.S. Embassy in Ukraine, at direction of anti-Trump Obama holdover Amb. Yovanovitch, monitored, contrary to U.S. law, social and other media statements on ""Biden"" ""Giuliani"" ""Soros,"" etc., by Trump family, allies, and journalists. https://t.co/GFxhham2GU",PY
1.49E+18,Anime: Attack on Titan https://t.co/sSAmQf9Wtj,AX
1.49E+18,This emulation of illiberal states was relatively under the radar for years as conservatives both came to appreciate the control of authoritarians in Hungary and Russia while coordinating strategies to make it happen here.,AX
1.49E+18,German navy chief resigns over Ukraine comments https://t.co/tn0mynP45a,AX
1.49E+18,@AdamKinzinger Why does Rep Kinzinger want to involve the US in a war with Russia against our national interests?,AX
1.49E+18,Foreign Secretary statement on Kremlin plan to install pro-Russian leadership in Ukraine:\n\nhttps://t.co/kAQqJ8UxCv https://t.co/hRrDI4wB2V,PY
1.49E+18,"In Jan. 2020, I interviewed Stephen F. Cohen about the dangerous Cold War chauvinism promoted at Trump's impeachment trial &amp; the overlooked background of the Ukraine crisis. Cohen passed away in Sept. 2020. Everything he says is highly relevant to today: https://t.co/9vgL84R4C2",AX
1.49E+18,@newsmax @RichardGrenell @Logan_Ratick Biden and his crime syndicate want just enough destruction in the Ukraine to eradicate all the people and evidence that will tie him and Hunter and the rest of his sleazy pay-for-play political influence shakedowns there. That is your 'minor incursion' now being negotiated.,AX
1.49E+18,"Midfield Setup:\n\nDespite the extra time response, the performance for much of the game was dreadful and the midfield setup played its part. Persistent long balls from defence to attack nullified the midfield and it wasn't until Slattery came on that we looked a threat.\n\n(2/5)",AX
1.49E+18,"Joe, you know we do not want anymore wars and you do not have us out of Iraq or any of the countries that Obama got us into for war. You promised we would have no troops or go to war in Ukraine. You promised it would be ""harsh sanctions."" &gt;13",AX
1.49E+18,The basement dummy and his Low IQ woke faculty lounge elitist eggheads are about to get us into a war with Russia.,PY
1.49E+18,"NEVER WRONG. Below budget. Ahead of schedule. On Mobile. LINK https://t.co/zOhQUJ1s9D ARCHIVE LINK https://t.co/h7NJhO1Dnf RUSSIA NUKING LONDON, WARSAW, NEW YORK, ETC #inb4source",AX
1.49E+18,"Every terrorist attacks carried out by @HQNigerianArmy in Biafra land, #IPOB / #ESN are tagged. Who is responsible for all the attacks going on in the North including the latest one that took place @MBuhari lovely Kastina state, was it #ESN?\nStop reducing Biafran population. https://t.co/jc8x5pYUhH",AX
1.49E+18,"Rep Paul Gosar (Q-AZ) continues to serve the interests and propagate the message of Vladimir Putin, an enemy of America. Evidence seems to indicate Gosar also actively participated in planning the planning of the January 6 Capitol Insurrection. What do we call people like Gosar? https://t.co/6iVINysXGB",AX
1.49E+18,@AXxeme @PostOpinions @RokhayaDiallo No influence or credibility in France and yet she speaks at several events and you know enough about her to attack this post.\n\nWhat credibility do you have to say such a ridiculous statement? Go back and play with your fantasy monarchists.,AX
1.49E+18,"Britain claims that it has information that Russia is trying to establish a pro-Russian leader in 🇺🇦.\n\nWe have information indicating that the Russian government is looking to install a pro-Russian leader in Kiev, while the country is considering whether to invade and occupy 🇺🇦",PY
1.49E+18,For the first time in a generation Europe is on the brink of war. Only strength can stop Putin now. https://t.co/NqZY8sYNJ5,AX
1.49E+18,Europe could safely buy natural gas from Russia if it built storage capacity sufficient to supply a few years of natural gas. They could start more LNG exports any time Russian flows were cut. This would stretch their supplies years longer. https://t.co/hfZc9jRJam,AX
1.49E+18,"The co-chair of the MI Republican Party is mocking the state’s first Black Lt. Gov @LtGovGilchrist, calling him a scary man who makes babies cry. \nThis is not just a political jab. \nThis is a race bating attack on a Black public figure during a time of rising political violence. https://t.co/3TY3wIUKKB",AX
1.49E+18,"@ColleenMichael @leahcohenPOTB who did you ask about flipping? Oh, Rudy? He has no other way. There will be no clemency, he committed treason, he could face death penalty (for removing US Ambassador on Putin's request). Rudy HAS to plea-bargain everything he can, to get a bit better prison cell in solitary",AX
1.49E+18,"“Como cualquier nacionalista, Putin cree ciegamente en la prerrogativa superior del origen: Rusia tiene derecho al territorio que Rusia sienta como propio. Y como cualquier comunista, piensa que cualquier medio es válido” ⁦@JorgeBustos1⁩  https://t.co/QUNM2yk3F5",AX
1.49E+18,"The UK government guide to foreign policy:\n\n❌Russia having troops on its own border = bad, evil\n✅Saudi Arabia bombing Yemen = all good, let's send more weapons to kill more civilians!\n\nYou believe in sovereignty and human rights for all, or you don't believe in them at all.",AX
1.49E+18,"Texto de 2008 no WSJ, que só conheci hoje. \n\nAnalista russo previa desintegração dos EUA, com Alasca voltando pra Rússia, Texas indo pro México, Havaí pro Japão e as 13 colônias se integrando à UE. \n\nhttps://t.co/a8uHq7xAAa",AX
1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
1.49E+18,@RussianEmbassyC @CBCChrisBrown @mfa_russia @CBCNews Stay tuned for my paper coming tomorrow Russia.\n\nLet's have a plain speak look at Russia &amp; USA.,PY
1.49E+18,"This is even better than I could have hoped for.  Excellent article by @Keir_Starmer taking a very robust stance against Putin kleptocracy and in support of democratic Ukraine. Milne, Murray, Stop the West coalition and the rest of Corbyn’s cult should read it over breakfast ! https://t.co/UOmiwY0qhQ",AX
1.49E+18,Insightful assessment of Russias next moves in Ukraine via @AVindman https://t.co/ebWfwOqsLH,AX
1.49E+18,Precisely. Brexit has worked wonders for Putin. Well done Nick. https://t.co/Eh4xyRvxaZ,AX
1.49E+18,So they fired their Navy Chief for telling them the truth. \nRussia is not a threat to the West. \nChina is. https://t.co/IogjU0cqPX,AX
1.49E+18,Just woke up n haven  another   anxiety attack wtf,AX
1.49E+18,Determined faces of Ukraine’s defenders. #StandWithUkraine https://t.co/f8kzafULEV,AX
1.49E+18,"@RichardGrenell Come on man! I gave them $200 million, then I told Russia they could make small incursions it's no big deal, then today to I yell for all Americans to run for their lives, the Russians are coming, the Russians are coming!😂",AX
1.49E+18,"BOTAFOGO:\n\n🗞| Torcida invade redes sociais do goleiro Tomate, que está em negociação avançada com o Botafogo.(@geglobo ) https://t.co/ZYGl8G3dcK",AX
1.49E+18,Jaeyoon's sudden love attack towards Chani 😅😂❤️❤️\nhttps://t.co/WpWwv6pTkM,AX
1.49E+18,"@ItsBCJim @Gen_Juhziz I don’t know how to say this without making you look like an idiot, but countries outside of the West produce consumer goods (among them, China, Vietnam, India, Indonesia, Japan), all of whom Russia has good ties with.",AX
1.49E+18,"All 5 Ukrainians identified by the British government as part of a plot to install a pro-Russian government in Ukraine were top officials in the YANUKOVYCH regime, which was advised at the highest levels by PAUL MANAFORT. https://t.co/ZM6KwaoPhY",PY
1.49E+18,"BREAKING: The British government has accused Russia of seeking to replace Ukraine’s government with a pro-Moscow administration, and said former Ukrainian lawmaker Yevheniy Murayev is being considered as a potential candidate.\nhttps://t.co/zoUufVV3Su",PY
1.49E+18,@TimRunsHisMouth Biden is about to let Mexico invade the U.S. because drug demand the funds their government. We are not the world police.,AX
1.49E+18,"Consider how this is just the continuation of Russia's 2016 efforts. \n\nManafort's trade was, in part, helping Russia install the Yanu crony of the hour. https://t.co/NdETtu9lBJ",PY
1.49E+18,"“Expressing hate against women without hijab is a divine task”, says this mullah, Khamenei’s representative in Khorasan. This is the rhetoric that justifies acid attacks, arrests and flogging for women who deemed not properly veiled. \n#LetUsTalk https://t.co/ptWnVFaZG1",AX
1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
1.49E+18,UAE: Increasing risk of terrorist attacks against Foreign Organisations in UAE with more threats from Houthis in Yemen. \n https://t.co/EtBMebTlZn,AX
1.49E+18,UK accuses Kremlin of trying to install pro-Russian leader in Ukraine https://t.co/t2NwaeONrW https://t.co/mBrndIdvRT,PY
1.49E+18,"tunnel fighter lets you use a bonus action to make opportunity attacks not burn your reaction\nsneak attack pops once a turn, not a round\nif multiple enemies run past you, you get to sneak attack all of them for big damage",AX
1.49E+18,"They seem quite determined to push the rhetoric towards more war.\n\nMaybe if they weren't all personally enriching themselves through the Putinism ecosystem there would be more internal pushback.\n\nAs it is, Putin has gone mad, and these folks all play along. https://t.co/SQT06jxMPN",AX
1.49E+18,"Após não obter resposta do Telegram, TSE estuda banir o aplicativo nas eleições.\n\nSe banirem o Telegram, autoridades brasileiras seguirão o mesmo caminho de países como Cuba, Coreia do Norte, Rússia, Azerbaijão, Bahrein, Belarus,\nChina, Indonésia, Irã, Paquistão e Tailândia.",AX
1.49E+18,Graham Says Trump Using Him to Warn Putin Over Ukraine; No 'Normal Relationship' With Future President Will be Possible\n\nhttps://t.co/oiDWvycqCW,AX
1.49E+18,This would not have happened under Donald Trump. There is no doubt about that. https://t.co/sQntqZKS5p,AX
1.49E+18,🚨 “The British government said the Kremlin was developing plans to install a pro-Russian leader in Ukraine — and had already chosen a potential candidate — as Putin weighs whether to order the Russian forces amassed on Ukraine’s border to attack.”\nhttps://t.co/QvgQhNdulJ,PY
1.49E+18,@EtoBuziashvili Stand with Ukraine from Murica 🇺🇸 🇺🇸 🇺🇸,AX
