0,NUM,TWEET,CLASS
8202,1.49E+18,Blinken says if any Russian military moves across Ukraine's border it will be met with swift and severe response!  What the hell about OUR border that has been and continues to be invaded by 2 million people in one year and not ONE word about it.,UC
8203,1.49E+18,@TuckerCarlson Hey Tucker no need for war what’s the Trojan horse In Ukraine? Look past the magicians diversion…..,AX
8204,1.49E+18,Britain says Russia seeking to replace Ukraine government (from @AP) https://t.co/OBtOrewDTV,PY
8205,1.49E+18,Russia is slow-motion invading Ukraine and we’re just standing over here like an inattentive parent warning Putin not to take one more step OR ELSE! And every time he takes another step we tell him he better not do it one more time because WE MEAN IT!,AX
8206,1.49E+18,Republicans’ attacks on our right to vote are shameful and have no place in our democracy. #GOP @gop #Voting #VotingRights #VoterSuppresion https://t.co/d5nJlGwMpZ,AX
8207,1.49E+18,UK warns Moscow planning to install pro-Russian leader in Ukraine https://t.co/INK1oz2WqH,PY
8208,1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
8209,1.49E+18,Canada stands with Ukraine. \n🇨🇦🇺🇦 https://t.co/W5EkTk4fvw,AX
8210,1.49E+18,FBI agents and the House panel investigating the January 6 attack on the Capitol have both learned of an alleged plan by allies of retired army Lt Gen Michael Flynn to gather “intelligence” on top Republicans to “move” them to back election audits in key states Trump lost.,AX
8211,1.49E+18,@FoxNews https://t.co/3y1zkaJLBi,AX
8212,1.49E+18,Putin’s puppet government plot per UK intelligence. Traitors https://t.co/WUNENwYy1U,AX
8213,1.49E+18,Strong words: Ukrainian foreign minister says Germany’s statements and actions undermine Western unity and encourage Putin to launch a new attack on Ukraine. https://t.co/qjgaW4ePMM,AX
8214,1.49E+18,BREAKING: Leaked tape reveals Colleyville terrorist Malik Faisal Akram was ranting to his family about “the f***ing Jews” hours before he was shot.\n\nAnother example of evidence disproving an initial FBI claim the attack was not related to anti-Semitism.,AX
8215,1.49E+18,магазин с самыми высокими ценами хамят и ущемляю… оставляет новый отзыв о «Леопольд»: Ужасный дорогой магазин с хамским продавцом. https://t.co/RbqOkWeNFS,AX
8216,1.49E+18,The Biden Administration is encouraging families of U.S. Embassy personnel to LEAVE Ukraine.\n\nHow many American citizens will Biden ABANDON this time?,PY
8217,1.49E+18,"@Footy_Tipsters No big chances to São Paulo till now, Palmeiras playing a counter attack game, without big chances too. Praying for u and ur guys!",AX
8218,1.49E+18,"Almost 7 years since Russia has been massing military forces on Ukraine's border for impending invasion, according to our famously free media.\n\nhttps://t.co/yajKCp9uvd https://t.co/yW2EhBvL4m",AX
8219,1.49E+18,"Kulikovo, Dobryansky District : Kulikovo is a rural locality in Dobryansky District, Perm Krai, Russia. The population was 8 as of... - https://t.co/X0HJ767W9I",AX
8220,1.49E+18,Putin is trying to install a puppet government in Ukraine just like he did in America in 2016.,PY
8221,1.49E+18,NEW: We will not tolerate Kremlin plot to install pro-Russian leadership in Ukraine. \n \nThe Kremlin knows a military incursion would be a massive strategic mistake &amp; the UK and our partners would impose a severe cost on Russia. \n\nhttps://t.co/XfxSlQqMt9,PY
8222,1.49E+18,"Russia calls on the UK to ""stop spreading nonsense"" after it accused Moscow of plot to install pro-Russian leader in Ukraine",PY
8223,1.49E+18,Please support @ShahdAbusalama whose lecturer post @sheffhallamuni is under threat.\n\nThe malicious attacks on #Palestinians by Israel's lobbyists is drenched in racism towards Palestinians. \n\n#InSupportofShahd\n\nhttps://t.co/qowTIXXkI0,AX
8224,1.49E+18,"@lay_gly888 No, I don't think that the Sevillians are better off, Since we left. However terrorist attacks have slightly reduced. The Bottom line is we should never of pulled out of either. Should have stayed and seen the job through. There needs to be a firm message sent. We are too soft.",AX
8225,1.49E+18,@EianRances Magandang gabi naman po sayo lods @EianRances! Cute mo talaga kapag nakalabas dimples mo hehe\n\nALEIAN WE CHOOSE YOU\nALEIAN INVADES LUZVIMIN https://t.co/cpiLxvHmDN,AX
8226,1.49E+18,"Democrats: Lie, Cheat, Steal &amp; Accuse Others for their own Actions. President Trump would've been impeached 8x's by now.  #WakeUpAmerica Putin's Real Puppet -After Killing XL Pipeline Biden Regime Imports Oil from Russia at Record Levels https://t.co/pW7VscNQUL via @gatewaypundit",AX
8227,1.49E+18,"#Irã e #Rússia assinam #acordos energéticos ""importantes"", diz ministro do #Petróleo iraniano\nhttps://t.co/Vf3wLdGuqp",AX
8228,1.49E+18,#Russia #Ukraine #21January \nFor the @washingtonpost the #US has asked #Moscow not to publish the letter written by #Washington in response to Russia's security demands.\nLooks like the US will reject some requests.\nMore tensions to come? https://t.co/5PphR6kDtk,AX
8229,1.49E+18,Parabéns Attack on Titan Final Season Part 1 (@centraldubrasil)!\n\nVencedor como Melhor Continuação de Dublagem no #AnimeDubladoAwards 2022! 🏆 https://t.co/89TSBwpsVb,AX
8230,1.49E+18,Bumaba pa sa 93.82% ang COVID-19 average daily attack rate (ADAR) sa  National Capital Region (NCR) pero nanatiling nasa severe level.\nhttps://t.co/9USvmbbiEL\n#TunayNaTabloidista \n#AbanteNews\n#DavaoCity,AX
8231,1.49E+18,"If this is Putin’s interpretation of a minor incursion, it’s the fault of President Biden.",AX
8232,1.49E+18,"1/While we are facing serious challenges and it seems a lot of things are falling apart, I'd like to offer a few possible reasons for optimism.\n\nMuch of what's driving global uncertainty now is being driven by people like Bannon, Dugin, and Putin.",AX
8233,1.49E+18,"@EverythingBoxi2 @sohashgn @jonathanbest17 @BoxeoLogic I have also heard that, they have yet to attack so many markets though, Spain will grow massively now they have LaLiga. UK they have yet to attack properly obviously waiting to see what's going to happen there.",AX
8234,1.49E+18,BREAKING: US State Department orders families of embassy staff in Ukraine to begin leaving the country,PY
8235,1.49E+18,"Niemcy pewnie na życzenie Rosji nie sprzedają broni Ukrainie do obrony(choć sprzedają ją wszędzie),do tego blokują dla nich pomoc od innych państw. Zbudowali  Putinowi NordStream 1 i 2.Pytanie jak czuje się z tym najbardziej proniemiecka partia w Polsce?\nhttps://t.co/SL79XUNC5B",AX
8236,1.49E+18,"""é só um anime"" não caralho não é só um anime é attack on titan",AX
8237,1.49E+18,"If you’re looking for signs of de-escalation on #Ukraine, there are none. \n\nMore arming &amp; #Russia sending heavier weaponry to Belarus. \n\nGermany on defensive after reportedly blocking arms from Estonia to Ukraine (WSJ) and comments by its navy chief (ex) today.\n\nTense days ahead",AX
8238,1.49E+18,For the past 444 days of #TigrayGenocide Tigray has faced a continuous cycle of artillery strikes extrajudicial killings + sexual violence orchestrated by @PMAbiy’s genocidal regime. Recent drone attacks have all targeted civilian’s #NoFlyZoneInTigray @vickyford @UN_HRC,AX
8239,1.49E+18,"⚡Russia planned to overthrow the government in Kyiv and to install pro-Russian politician Yevgeniy Murayev as head of the occupation administration in Ukraine, according to the UK foreign ministry. Murayev is a former MP and owner of Nash TV channel. \n📷 defaced ad for Nash TV https://t.co/8nrrtvk26u",PY
8240,1.49E+18,Why on Earth would Vladimir Putin care what Stop the War thinks? \n\n“I’m sorry General Gerasimov but Tariq Ali has demanded we not go beyond the Dnieper River. It’s over”. https://t.co/jV6U6ga3Oz,AX
8241,1.49E+18,"@WestnerAnsgar @HansKoberstein Nein, \nRussland hat ein Putin Problem.\nOder, Putin hat ein Russland Problem.\n\nDa muss Lauter Lärm und Hurrah-Patriotismus her.\nKrieg hilft dabei.\n\nAußerdem ➡️https://t.co/McJL6ynR5Z https://t.co/j4pzAGKEMM",AX
8242,1.49E+18,we don’t want no war with russia \n\nPass it on,UC
8243,1.49E+18,"More pro-war propaganda about the #UkraineCrisis on the @BBCNews tonight.\n\nRussia isn't on our borders, it's #NATO that's on Russia's. These pro-war maniacs in the media and in parliament are a damn disgrace.",AX
8244,1.49E+18,Foreign Secretary statement on Kremlin plan to install pro-Russian leadership in Ukraine:\n\nhttps://t.co/kAQqJ8UxCv https://t.co/hRrDI4wB2V,PY
8245,1.49E+18,"""If the former president has no executive privilege to hide evidence of an attempted coup or insurrection, neither do his family or friends. If Ivanka Trump was with Donald Trump as the attack unfolded, she is a material fact witness."" - Rep. Jamie Raskin",AX
8246,1.49E+18,"The Dept of Geography at Ghent Univ has compiled data about civilians killed in recent strikes in Tigray, Ethiopia. 15 attacks with at least 416 direct deaths have been recorded.\n\nCritical work on documentation &amp; data collection of civilian casualties: https://t.co/pERRe8STHk https://t.co/gJrrgwYiYj",AX
8247,1.49E+18,Russia clearly has no agency. It has no choice but to (re)invade Ukraine. https://t.co/6secBZMoAm,AX
8248,1.49E+18,"I don't think it's quite sunk in for most people that Russia is, by all appearances, planning a full-scale war in the middle of Europe.",PY
8249,1.49E+18,"Important discussion with Canadian Foreign Minister @melaniejoly about Russia’s unprovoked military buildup on Ukraine’s borders. We remain committed to diplomacy but are ready, in coordination with @NATO Allies and partners, to impose severe costs for further Russian aggression.",AX
8250,1.49E+18,"Voting rights are under attack, and we need more leaders to be a part of this fight.\n\nIf you’re thinking of running this year or next cycle, we will help you:\nhttps://t.co/Mccbnk6N7g",AX
8251,1.49E+18,"What if Russia actually encircles Kyiv, as is suggested in worst case assessments of what may happen?\n\nWhat would/could the US and the rest of Europe do to keep the city supplied, fed, and warm?",UC
8252,1.49E+18,「ハリコフはウクライナ政府の統治下にあるが、ロシアはロシア語を話す住民の保護を口実に占領する可能性がある」と述べた」\n\nプーチンは「ロシア系」を口実にするので、これはかなりあり得る https://t.co/T8sOgzrTs8,AX
8253,1.49E+18,One of the best attacks of the past five years - no question 😲 https://t.co/GmaQ9qcZOz,AX
8254,1.49E+18,"Remember when the Left &amp; MSM claimed the ""Entire World"" was a more dangerous place because Trump was elected? #BidenIsAFailure State Dept Orders Families of US Embassy Personnel in Ukraine to Evacuate, While Biden Vacations at Camp David https://t.co/tALl6bhof1 via @gatewaypundit",PY
8255,1.49E+18,Biden is about to let Russia invade Ukraine... https://t.co/gf8dl8K3y2,PY
8256,1.49E+18,I don’t vacation soon I just might have a heart attack,AX
8257,1.49E+18,"Today &amp; every day, we #StandWithUkraine in its 8-year struggle against Russian aggression, imperialism, occupation, &amp; repression. We #StandWithUkraine as #Russia threatens a further invasion. We #StandWithUkraine &amp; steadfastly support its right to choose its own destiny. #cdnpoli https://t.co/bSAUXihIfp",UC
8258,1.49E+18,Biden threatening Putin with sanctions the like never seen before when Putin has the ultimate weapon that he can use without any war - Turning off the gas tap.\n Millions of people will soon turn on their governments - the last thing those govts want.\nBiden creates chaos in Europe https://t.co/IbZK9Nz1Ev,AX
8259,1.49E+18,The mass airstrikes &amp; drone attacks across #Tigray has already wounded many civilians + left numerous dead. Criminal leaders of Ethiopia &amp; Eritrea must be charged for all war crimes + crimes against humanity! @IntlCrimCourt @UN_HRC @FCDOGovUK #NoFlyZoneInTigray #TigrayGenocide,AX
8260,1.49E+18,Attack on Titan fans tomorrow https://t.co/uFt32NWwT3,AX
8261,1.49E+18,"I don't think it's quite sunk in for most people that Russia is, by all appearances, planning a full-scale war in the middle of Europe.",PY
8262,1.49E+18,"Joe Biden's foreign policy madness is putting America at peril, writes @ckchumley https://t.co/EVCNrPvL8f #opinion #Ukraine #Afghanistan",AX
8263,1.49E+18,@AmiloMac Han umgås nu på heltid med polare Putin.,AX
8264,1.49E+18,Good moarning everyone ! 🐯\nSome words about our upcoming DeFi Game 🎮\n\nGame Type : Village defense (Build and Upgrade your village)  🛖\n\nParticularity : Attack other villages to steal their ressources (Token) ⚔️\n\nToken : 🪙Nisha - Burns after each use 🔥 https://t.co/WToEs4hbPK,AX
8265,1.49E+18,"@Keir_Starmer The same people who lied to you about #Iraq, about #WMD, about #Libya and the Viagra-fuelled army there, supported ISIS in #Syria, Egypt, are lying to you again about #Ukraine. And a disturbing number of you believe the lying liars all over again. What’s wrong with some people?",AX
8266,1.49E+18,"Whilst SW1 obsesses and reels from scandal this has been a decisive week for post-Brexit Britain -- its actions to support Ukraine militarily and now in intelligence terms are making it loud and clear there is no European ""strategic autonomy"" without the UK.",AX
8267,1.49E+18,"An oligarchy is a power structure that allows a few businesses, families, or individuals to rule. ... Three of the most well-known countries with oligarchies are Russia, China, and Iran. Otherexamples are Saudi Arabia, Turkey, and apartheid South Africa. https://t.co/QIouRonK8E",AX
8268,1.49E+18,Added two new films to my body of work in 2021. \n\nI’m going to relentlessly attack 2022 like a 🦁.\n\nWatch this space!\n\n#ActorsLife #Stunts https://t.co/QyoeaOqgeQ,AX
8269,1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
8270,1.49E+18,"The UK government guide to foreign policy:\n\n❌Russia having troops on its own border = bad, evil\n✅Saudi Arabia bombing Yemen = all good, let's send more weapons to kill more civilians!\n\nYou believe in sovereignty and human rights for all, or you don't believe in them at all.",AX
8271,1.49E+18,Russia and Ukraine are on the brink of war and Joe Biden can’t even decide who should be our ambassador in Kyiv.,UC
8272,1.49E+18,BREAKING: 90 tons of US pew pew sticks and boom boom balls arrive in Ukraine https://t.co/oNywsja35F,AX
8273,1.49E+18,"Tremendous defensive effort across the board 😤 and balanced scoring attack\n@GorczycaPaige 8pts, 5reb, 4assists, 5 steals \n@annieryan22 11pts\n@suttonfactor 8pts,4assists\n@GraceKlag 8pts,6reb\nCatie 6pts\n@SaraRooney_5 4pts\n@ChloeKreusser &amp;\n@ErinDoherty2024 2pts",AX
8274,1.49E+18,"Germany Helped Prep Russia for War, U.S. Sources Say https://t.co/1QiJ3tXgkj käyttäen @thedailybeast",AX
8275,1.49E+18,EARLIER: President Biden departs the White House en route to Camp David. https://t.co/JYDdIWuyX2 https://t.co/yEXkEHRnxn,AX
8276,1.49E+18,@1foreverseeking He said he isn’t even in the Ukraine anymore and has no more money. https://t.co/INi23GugTG https://t.co/Bz85sQes5A,AX
8277,1.49E+18,"@FortuneFriends_ Thank you for the timely response @FortuneFriends_ team.\n\nAs you all know by now, I’m a firm believer of this project, and clearly so are many others from Asia - hence the attack.\n\nDespite the unfortunate circumstance, I want you all to know -You guys are amazing! Let’s get it!!",AX
8278,1.49E+18,"Ukraine didn’t hire Joe Biden’s crack-addicted idiot son to the tune of $83,000 a month for nothing. They expect a return on their investment.",AX
8279,1.49E+18,"Global public dissent has forced a small step back from imminent war that Canadian diplomacy must support. PM Trudeau can either end Freeland-Joly  ""freelancing"" in behalf of US-NATO war plans or go down in history as Canada's photo-fop PM. \nhttps://t.co/T6mwumTHSk",AX
8280,1.49E+18,The British government says in a highly unusual public statement that the Kremlin is plotting to replace the Ukrainian government with a puppet regime and has even chosen a potential candidate to lead a new pro-Russian state.  https://t.co/SSjGwlWaFs,PY
8281,1.49E+18,"🇬🇧x🇷🇺 | Reino Unido acusa a Rússia de conspirar para instalar líder pró-Moscou em Kiev enquanto ""considera se deve invadir e ocupar a Ucrânia""\n\n📰 BNO",AX
8282,1.49E+18,https://t.co/pJDiMestDL,AX
8283,1.49E+18,Isso mesmo senhor Putin a Bahia e o Rio de Janeiro disseram que estão do lado da Ucrânia pode retaliar sem medo,AX
8284,1.49E+18,"For the past 444 days of #TigrayGenocide, Tigray has faced a continuous cycle of artillery strikes, extrajudicial killings + sexual violence orchestrated by @AbiyAhmedAli’s genocidal regime. Recent drone attacks have all targeted civilian’s #NoFlyZoneInTigray @vickyford @UN_HRC",AX
8285,1.49E+18,"Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine:\n\nIn a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details.\n\nhttps://t.co/CAdAS3ddCZ",PY
8286,1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
8287,1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
8288,1.49E+18,I have a theory! I think they will survive the SWAT team attack because Yeongro's hair are loose when the team breaks in but when Sooho puts the necklace back her hair are tied and it'll definitely happen later!!\n#SnowdropEp13   #Snowdrop https://t.co/xfveWyxGDf,AX
8289,1.49E+18,Russia is constantly moving and massing its troops in Belarus and the east of Ukraine. There are numerous footages from today  https://t.co/CUbjWtGebA,PY
8290,1.49E+18,@Rocket2865 @PridgeWessea @KatherineK221 @mia_boon @Aimhighffw @Vickie627 @BarbieConserva3 @atumpkins11 @Krispi_Largo @CasioArturia @Merry_Hippie @MistressRedWasp @LordBeige @LifeNyc2 @shrekthepunk @medwoman1 @LadyOfTheOcean1 @Ihonestlydont19 @KUIDAORE2014 @r0xie_f0x @ArtysHouse @CONSMILITIA @TomDoubting @L_istigatore @wookietim @Robertc98925894 @chan_leeze @BassistOld @_No_Quarter_ @ZoomZam10 @Booda_the_Great @VVichelangelo @grampazachary @Allie4Christ @SOTR1776 @instinctnaturel @Derlosviper @MattRocker7 @furcopalypse @Daddy__Swag @JusticeLibert17 @goodtroubless @Jetson77 @DemocratMarine @throghn @RickySi16087724 @Fuksoks @EisOnMN @AnnieAdeIe1 @maestramarney Russia hasn't been communist for 31 years dude.,AX
8291,1.49E+18,"Russia's purported plan to install pro-Kremlin leadership in Ukraine 'deeply concerning,' White House says https://t.co/pqHPogLqrW #FoxNews",PY
8292,1.49E+18,@APHClarkson Really remarkable just how much of a striking strategic failure it is that Moscow is now threatening broad invasion of *Ukraine.* Just unadulterated failure.,AX
8293,1.49E+18,Russia v Ukraine ले हाम्रो खल्तिको इकोनोमीलाइ ड्यामेज गरि सक्यो... पेट्रोलको मुल्य बेपत्ता भओ! छिटो सेटल गर है डाम्ना हो!,AX
8294,1.49E+18,"In this interview I use 'depraved' to describe the continued prosecution of Julian #Assange. \nDepraved also describes the US/UK push to unjust and unnecessary war with Russia, which is also discussed. In a media blackout of truth, please watch.\nhttps://t.co/jcVaK1de2B",AX
8295,1.49E+18,Attack on Titan fans tomorrow https://t.co/uFt32NWwT3,AX
8296,1.49E+18,"I asked Ben Johnson yesterday how he measures progress beyond record. Loved his answer. \nJohnson: ""We need to have the personality of being the baddest dudes on the block. We’re going to always be in attack mode. I want a mentality flip of who we are and who we think we are.""",AX
8297,1.49E+18,@jamesjhistory Same reason they didn't just book seats on Ryanair from Dussledorf to invade Britain. 😂,AX
8298,1.49E+18,INTERESTING FACTS\nRussia Is Home to the Coldest Inhabited Place on Earth.\n\nPRATIK DESERVES BB TROPHY,AX
8299,1.49E+18,"Good thing this is not that Deutsche Bank which just confessed to money laundering for Putin, and was fined $650 million dollars... https://t.co/VwS7PhvJIS",AX
8300,1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
8301,1.49E+18,https://t.co/aMGxnGGjIk,AX
8302,1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
8303,1.49E+18,Biden Says Russia Can Invade Ukraine So Long As They Avoid Hunter’s Oil Company\nhttps://t.co/gsZcqc0eaK,AX
8304,1.49E+18,"Five years ago, anyone talking about Russia’s threat got mocked, but you may note the impending war with them.",PY
8305,1.49E+18,"Que pèse militairement l'Ukraine, face à la Russie avec des avions, chars, missiles... ?\nhttps://t.co/W3WjVNsncz",AX
8306,1.49E+18,Bed. We live in interesting times. The West is militarily and politically weak. The weakest in my lifetime. Russia and China smell it. Our politicians are too busy looking at themselves and their careers. They are asleep on watch. Many are not up to the job. Third rate people.,AX
8307,1.49E+18,We have rattled some cages:\n - Trudeau has called an unscheduled caucus meeting this week.\n - Gerald Butts took time out of his Saturday to personally attack the founder of #freedomconvoy2022\nThey are hearing you LOUD and CLEAR Canada!\n#HoldTheLine #TruckerConvoy2022 #cdnpoli,AX
8308,1.49E+18,"Sounds like Britain has taken what the US actually did to Ukraine in 2014, and rebooted it for Russia. Here's Obama-Biden official Victoria Nuland &amp; then-US Amb. Geoffrey Pyatt privately deciding to install Arseniy Yatsenyuk (""Yats is the guy"") as Ukraine's next Prime Minister: https://t.co/0fTraRMEvl https://t.co/PDoXBIY5kM",PY
8309,1.49E+18,"Due to the recent increase in drone attacks, the UK must pressure the 🇪🇹 govt to enforce a #NoFlyZoneInTigray that does not hinder humanitarian access but prevents indiscriminate airstrikes on civilian areas in #Tigray. #TigrayGenocide @BorisJohnson @FCDOGovUK @UKMissionGeneva",AX
8310,1.49E+18,"@IncomeSharks Seems the instabilities are just beginning?  Possible recession,  fed tightening,  retail money disappearing, Ukraine.... I don't see the propelling narrative for crypto at the moment?",AX
8311,1.49E+18,"Consider how this is just the continuation of Russia's 2016 efforts. \n\nManafort's trade was, in part, helping Russia install the Yanu crony of the hour. https://t.co/NdETtu9lBJ",PY
8312,1.49E+18,"Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine:\n\nIn a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details.\n\nhttps://t.co/CAdAS3ddCZ",PY
8313,1.49E+18,"Congress has no problem voting extra funds to prepare for a war with China, or Russia, or god know’s where, but can't agree on aid for American families or climate action - Sanity!",AX
8314,1.49E+18,"⚡️NYT: В уряді Британії заявили, що Кремль розробляє план встановлення в Україні свого проросійського лідера, і що в РФ «вже є потенційний кандидат». У Вашингтоні додали, що вважають дані британської розвідки достовірними. https://t.co/Er4Ht4OsZ1",AX
8315,1.49E+18,United States has given 650 million dollars to the defense of Ukraine. About the same as 3 REALLY GOOD BASEBALL PLAYERS CONTRACTS. WOW 🤩!!,AX
8316,1.49E+18,im genuinely hurt when people mock/hate on the music i love like i genuinely take that as a personal attack,AX
8317,1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
8318,1.49E+18,I #StandWithUkraine. @StateDept stands with Ukraine. The United States stands with Ukraine. https://t.co/7Vj0amAf22,AX
8319,1.49E+18,FBI agents and the House panel investigating the January 6 attack on the Capitol have both learned of an alleged plan by allies of retired army Lt Gen Michael Flynn to gather “intelligence” on top Republicans to “move” them to back election audits in key states Trump lost.,AX
8320,1.49E+18,"If the Ukraine was a used car; 4 bald tires, different brands, 500k on the clock, a puddle under the engine, transmission &amp; differential. https://t.co/9YM0Hvyuxq",AX
8321,1.49E+18,Reading about Yemen War… \nHamaray apne log aiek doosre ko bedardi se qatal krte hein aur dushmani krte hein lekin hum shor tab machaate hein jab koi “kafir” hum pe attack kre?? 😭 https://t.co/96ZjoTgsfh,AX
8322,1.49E+18,"All 5 Ukrainians identified by the British government as part of a plot to install a pro-Russian government in Ukraine were top officials in the YANUKOVYCH regime, which was advised at the highest levels by PAUL MANAFORT. https://t.co/ZM6KwaoPhY",PY
8323,1.49E+18,"Wow Mykola Azarov, Yanukovych’s Prime Minister, is 1 of the 4 others named by the UK in #Russia’s coup plot to install a puppet regime in #Ukraine.\n\nAzarov who fled to Russia like corrupt Yanukovych is wanted for embezzlement. Now he’ll be wanted for treason too. Like Yanukovych. https://t.co/QJ2Q1eLLwq",PY
8324,1.49E+18,Foreign Secretary statement on Kremlin plan to install pro-Russian leadership in Ukraine:\n\nhttps://t.co/kAQqJ8UxCv https://t.co/hRrDI4wB2V,PY
8325,1.49E+18,UPDATE 🚨 Alleged Russia plot to install new leader in Ukraine 'deeply concerning': White House,PY
8326,1.49E+18,"@freedom20216 @MysteryVFXSuper @89_pirate @Acyn Europe happy with Biden, ergo Putin unhappy!\n\nhttps://t.co/oZMuWwAxHf",AX
8327,1.49E+18,"@senatorduff There were lots of terror attacks in 2020, but for some reason no one paid attention.  1/6 was not a terror attack.",AX
8328,1.49E+18,"@MavkaSlavka BREAKING: German navy chief Kay-Achim Schönbach has reportedly resigned after coming under fire for saying Crimea was ""lost"" to Ukraine and that Vladimir Putin probably deserved respect.\nhttps://t.co/Pj2DImY5T4",AX
8329,1.49E+18,This confirms #USIntel findings on #Russians intent on #Ukraine. https://t.co/I5ZJNeuNrt,AX
8330,1.49E+18,"I’m old enough to remember Trump tying financial and military support (that Congress had already allocated for the Ukraine) to an announcement of an investigation into Hunter and Burisma, and Republicans did nothing about it https://t.co/NogxcpzrDY",PY
8331,1.49E+18,"Stress can play a part in migraine as a trigger.  Anxiety about future attacks, pain or the consequences of migraine on our life can all become complex. Mindfulness can help us to not ruminate on the past or worry about the future. https://t.co/kDj2Y3nAWb",AX
8332,1.49E+18,"2 patients had heart attack, 37 and 41 years old. Non-smokers. Admitted had stressful lifestyles with not enough rest.\n\nPlease have adequate sleep, ideally 6-8 hours.",AX
8333,1.49E+18,"⚠️CAÑETE/ Incertidumbre a causado un panfleto que circula en redes sociales donde grupos armados, generan múltiples amenazas a la población y autoridades locales que de alguna manera luchan por frenar y detener la delincuencia que día a día invade nuestra zona.... https://t.co/CxjVOTtrrw",AX
8334,1.49E+18,"Iran, Russia and China hold joint navy drill\n\nイラン、ロシア、中国が合同海軍訓練を実施 \nhttps://t.co/kzF3ZC2ncm",AX
8335,1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
8336,1.49E+18,"The shortest route from Russia to Ukraine’s capital, Kyiv, is from the north. And it passes through the isolated zone around the Chernobyl power plant, one of the most radioactive places on Earth.\n\nhttps://t.co/2fw1VvPVVs",UC
8337,1.49E+18,German navy chief resigns over Ukraine comments https://t.co/tn0mynP45a,AX
8338,1.49E+18,"I’m sitting in Whole Foods parking lot trying not to have a panic attack. It’s very crowded and radio just reminded me Omicron transmission rate is climbing. I am 3 x vaxxed but if I should get it, I am at high risk. I think I will go back home and return another, less busy time.",AX
8339,1.49E+18,The Biden Administration won't lift a finger to secure our border but will happily give Ukraine $200 million to secure their border.,AX
8340,1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
8341,1.49E+18,"@aomorris Y si se fueran todos los kirchneristas a Rusia y China a vivir bien, como seguro los recibirán Putin y Xi Jingpin?",AX
8342,1.49E+18,@Cabbagesocks1 @jak_ie His tweet was no generalisation.  It was an indirect attack on a woman.  Comments like that are dangerous for women .,AX
8343,1.49E+18,"“We have information that indicates the Russian Government is looking to install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine,” @FCDOGovUK said in a brief statement.",PY
8344,1.49E+18,@MrDarcy2021 @JohnBoweActor Do you know who I know?\nThree friends have been in the hospital with heart issues. Another had surgery.  \nAnother just died.\nOne dropped dead in her kitchen...a perfectly healthy  40 year old mom. Heart attack. \nThe 💉 destroys the immune system.,AX
8345,1.49E+18,"British officials familiar with the situation, who spoke on condition of anonymity, said the intent was both to head off the activation of such plans as well as to put Mr. Putin on notice that this plot had been exposed.\nhttps://t.co/XDHpTBekkH",AX
8346,1.49E+18,お、本当だ凄い、イギリス政府公式HPでロシアがウクライナでクーデター起こして親ロシア政権樹立しようと工作してたって書かれてる https://t.co/6VFD7aawBC,AX
8347,1.49E+18,"In a bid to continue the attacks, @AbiyAhmedAli has effectively isolated #Tigray, making it increasingly difficult for aid agencies to deliver humanitarian assistance, resulting in widespread starvation-related deaths #TigrayGenocide @tariqahmadbt @vickyford @UNICEF @UN_HRC @UNDP",AX
8348,1.49E+18,UPDATE: #Ukraine - Russia \n\n• US Evacuating Emb. Staff on Mon.\n• Russia fighter ✈️ to Belarus\n• 90 tons of US Weapons reach Kyiv\n• Germany’s Navy Chief Resigns for comments against Ukraine\n• 4-way Talks in Paris on Mon.\n• NATO naval exercises in med.\n• Baltic states arming,AX
8349,1.49E+18,"@ChuckGrassley Chucky are you forgetting your master here? Don't you have to admire PUTIN &amp; HITLER?\nHonestly can you make up your mind what country/man you work for? Really, you can't bow to the orange clown &amp; expect to be taking seriously on ANYTHING!",AX
